sale_id,sale_date,product_id,region,channel,liters_sold,list_price_per_liter,discount,net_price_per_liter,revenue_eur
600126,20.01.2024,6,Lombardia,Store,218,3.1,0.019,3.04,662.72
600127,21.01.2024,1,Toscana,Store,219,3.2,0.071,2.97,650.43
600128,21.01.2024,2,Lombardia,Restaurant,211,3.6,0.048,3.43,723.73
600129,21.01.2024,1,Emilia-Romagna,Store,580,3.2,0.033,3.09,1792.2
600130,21.01.2024,1,Liguria,Store,614,3.2,0.048,3.05,1872.7
600131,22.01.2024,2,Liguria,Restaurant,336,3.6,0.021,3.52,1182.72
600132,22.01.2024,3,Lombardia,Store,211,3.9,0.042,3.74,789.14
600133,22.01.2024,4,Lombardia,Store,300,3.3,0.032,3.19,957
600134,22.01.2024,1,Emilia-Romagna,Store,286,3.2,0.056,3.02,863.72
600135,22.01.2024,2,Liguria,Store,283,3.6,0.053,3.41,965.03
600136,22.01.2024,4,Lombardia,Store,208,3.3,0.039,3.17,659.36
600137,23.01.2024,2,Lombardia,Store,117,3.6,0.014,3.55,415.35
600138,23.01.2024,1,Liguria,Store,277,3.2,0.057,3.02,836.54
600139,23.01.2024,4,Lombardia,Store,260,3.3,0.016,3.25,845
600140,23.01.2024,6,Piemonte,Store,326,3.1,0.027,3.02,984.52
600141,23.01.2024,1,Lombardia,,224,3.2,,3.05,683.2
600142,23.01.2024,1,Lombardia,Restaurant,420,3.2,0.004,3.19,1339.8
600143,24.01.2024,5,Liguria,Store,633,2.8,0.032,2.71,1715.43
600144,24.01.2024,5,Lombardia,Store,431,2.8,0.047,2.67,1150.77
600145,24.01.2024,1,Lombardia,Restaurant,560,3.2,0,3.2,1792
600146,25.01.2024,7,Lombardia,Store,324,4.5,0.002,4.49,1454.76
600147,25.01.2024,1,Lombardia,Store,575,3.2,0,3.2,1840
600148,25.01.2024,6,Lombardia,Store,725,3.1,0.008,3.08,2233
600149,26.01.2024,1,Lombardia,Restaurant,238,3.2,0.041,3.07,730.66
600150,26.01.2024,4,Lombardia,Store,159,3.3,0,3.3,524.7
600151,26.01.2024,2,Lombardia,Store,44,3.6,0.016,3.54,155.76
600152,26.01.2024,1,Aosta,Restaurant,138,3.2,0.08,2.94,405.72
600153,26.01.2024,4,Liguria,Store,150,3.3,0.033,3.19,478.5
600154,26.01.2024,6,Liguria,Store,82,3.1,0.081,2.85,233.7
600155,26.01.2024,7,Lombardia,Restaurant,178,4.5,0.033,4.35,774.3
600156,26.01.2024,3,Toscana,Store,213,3.9,0.009,3.86,822.18
600157,26.01.2024,4,Liguria,Store,181,3.3,0.013,3.26,590.06
600158,26.01.2024,3,Liguria,Store,241,3.9,0.026,3.8,915.8
600159,27.01.2024,5,Emilia-Romagna,Store,57,2.8,0.012,2.77,157.89
600160,27.01.2024,6,Liguria,Store,475,3.1,0.035,2.99,1420.25
600161,27.01.2024,5,Lombardia,Store,25,2.8,0.036,2.7,67.5
600162,27.01.2024,5,Lombardia,Store,54,2.8,0.02,2.74,147.96
600163,27.01.2024,3,Toscana,Store,467,3.9,0.04,3.74,1746.58
600164,27.01.2024,4,Piemonte,Store,114,3.3,0.041,3.16,360.24
600165,27.01.2024,2,Aosta,Store,53,3.6,0.033,3.48,184.44
600166,27.01.2024,7,Toscana,Store,379,4.5,0.054,4.26,1614.54
600167,28.01.2024,1,Lombardia,Store,516,3.2,0.042,3.07,1584.12
600168,28.01.2024,5,Lombardia,Store,1077,2.8,0.022,2.74,2950.98
600169,28.01.2024,7,Lombardia,Restaurant,31,4.5,0.019,4.41,136.71
600170,29.01.2024,6,Emilia-Romagna,Store,40,3.1,0,3.1,124
600171,29.01.2024,6,Liguria,Restaurant,125,3.1,0.027,3.02,377.5
600172,29.01.2024,1,Lombardia,Store,770,3.2,0.042,3.07,2363.9
600173,29.01.2024,5,Liguria,Store,40,2.8,0.053,2.65,106
600174,29.01.2024,2,Emilia-Romagna,Store,649,3.6,0.017,3.54,2297.46
600175,30.01.2024,4,Lombardia,Store,420,3.3,0.05,3.13,1314.6
600176,30.01.2024,2,Emilia-Romagna,Store,458,3.6,0.017,3.54,1621.32
600177,30.01.2024,2,Lombardia,Store,327,3.6,0.001,3.6,1177.2
600178,30.01.2024,1,Liguria,Store,210,3.2,0.049,3.04,638.4
600179,30.01.2024,2,Liguria,Store,209,3.6,0.041,3.45,721.05
600180,31.01.2024,2,Emilia-Romagna,Restaurant,181,3.6,0,3.6,651.6
600181,31.01.2024,5,Liguria,Restaurant,1107,2.8,0.046,2.67,2955.69
600182,31.01.2024,3,Liguria,Store,336,3.9,0.031,3.78,1270.08
600183,01.02.2024,4,Liguria,Private,648,3.3,0,3.3,2138.4
600184,01.02.2024,2,Piemonte,Store,351,3.6,0.028,3.5,1228.5
600185,01.02.2024,5,Liguria,Store,490,2.8,0,2.8,1372
600186,01.02.2024,7,Liguria,Store,135,4.5,0.014,4.44,599.4
600187,02.02.2024,2,Emilia-Romagna,Store,264,3.6,0.045,3.44,908.16
600188,02.02.2024,5,Aosta,Store,225,2.8,0.038,2.69,605.25
600189,02.02.2024,2,Lombardia,Store,398,3.6,0.006,3.58,1424.84
600190,02.02.2024,5,Emilia-Romagna,Store,247,2.8,0.063,2.62,647.14
600191,02.02.2024,6,Emilia-Romagna,Store,437,3.1,0.072,2.88,1258.56
600192,02.02.2024,1,Emilia-Romagna,Restaurant,53,3.2,0.023,3.13,165.89
600193,03.02.2024,4,Liguria,Store,260,3.3,0.033,3.19,829.4
600194,03.02.2024,7,Liguria,Store,216,4.5,0.009,4.46,963.36
600195,03.02.2024,6,Emilia-Romagna,Store,644,3.1,0.029,3.01,1938.44
600196,03.02.2024,4,Piemonte,Store,504,3.3,0.031,3.2,1612.8
600197,04.02.2024,6,Liguria,Store,369,3.1,0.017,3.05,1125.45
600198,04.02.2024,1,Lombardia,Store,365,3.2,0.007,3.18,1160.7
600199,04.02.2024,1,Lombardia,Restaurant,346,3.2,0.014,3.16,1093.36
600200,04.02.2024,2,Emilia-Romagna,Store,97,3.6,0.044,3.44,333.68
600201,04.02.2024,4,Liguria,Store,230,3.3,0.04,3.17,729.1
600202,04.02.2024,2,Lombardia,Store,217,3.6,0.029,3.5,759.5
600203,05.02.2024,6,Lombardia,Restaurant,356,3.1,0.038,2.98,1060.88
600204,05.02.2024,2,Lombardia,Store,292,3.6,0.049,3.42,998.64
600205,05.02.2024,7,Aosta,Store,361,4.5,0.066,4.2,1516.2
600206,05.02.2024,4,Liguria,Store,133,3.3,0.009,3.27,434.91
600207,05.02.2024,1,Lombardia,Restaurant,59,3.2,0.031,3.1,182.9
600208,05.02.2024,3,Toscana,Restaurant,423,3.9,0.061,3.66,1548.18
600209,06.02.2024,1,Liguria,Store,93,3.2,0.027,3.11,289.23
600210,06.02.2024,3,Lombardia,Store,501,3.9,0.036,3.76,1883.76
600211,06.02.2024,6,Toscana,Store,674,3.1,0.052,2.94,1981.56
600212,06.02.2024,1,Lombardia,Store,153,3.2,0.014,3.16,483.48
600213,06.02.2024,6,Lombardia,Restaurant,203,3.1,0,3.1,629.3
600214,07.02.2024,2,Emilia-Romagna,Store,332,3.6,0.057,3.39,1125.48
600215,07.02.2024,7,Lombardia,Restaurant,333,4.5,0.04,4.32,1438.56
600216,07.02.2024,1,Lombardia,Store,176,3.2,0.04,3.07,540.32
600217,07.02.2024,2,Lombardia,Restaurant,235,3.6,0.066,3.36,789.6
600218,07.02.2024,4,Lombardia,Store,63,3.3,0.019,3.24,204.12
600219,07.02.2024,2,Piemonte,Restaurant,286,3.6,0.026,3.51,1003.86
600220,07.02.2024,4,Toscana,Restaurant,199,3.3,0.049,3.14,624.86
600221,08.02.2024,2,Liguria,Private,162,3.6,0,3.6,583.2
600222,08.02.2024,1,Liguria,Store,241,3.2,0.035,3.09,744.69
600223,08.02.2024,7,Lombardia,Store,613,4.5,0.028,4.37,2678.81
600224,08.02.2024,6,Lombardia,Store,66,3.1,0.008,3.08,203.28
600225,08.02.2024,5,Emilia-Romagna,Store,369,2.8,0.029,2.72,1003.68
600226,08.02.2024,1,Lombardia,Store,173,3.2,0.028,3.11,538.03
600227,09.02.2024,1,Toscana,Store,1145,3.2,0.037,3.08,3526.6
600228,09.02.2024,6,Liguria,Store,29,3.1,0.023,3.03,87.87
600229,09.02.2024,7,Emilia-Romagna,Restaurant,450,4.5,0.025,4.39,1975.5
600230,10.02.2024,5,Toscana,Store,366,2.8,0.024,2.73,999.18
600231,10.02.2024,5,Liguria,Restaurant,609,2.8,0.03,2.72,1656.48
600232,10.02.2024,1,Lombardia,Store,649,3.2,0.034,3.09,2005.41
600233,11.02.2024,4,Lombardia,Store,92,3.3,0.012,3.26,299.92
600234,11.02.2024,7,Liguria,Store,480,4.5,0.072,4.18,2006.4
600235,11.02.2024,3,Lombardia,Store,61,3.9,0.031,3.78,230.58
600236,11.02.2024,1,Liguria,Restaurant,47,3.2,0.019,3.14,147.58
600237,11.02.2024,5,Lombardia,Store,323,2.8,0.013,2.76,891.48
600238,11.02.2024,6,Lombardia,Restaurant,205,3.1,0.021,3.03,621.15
600239,11.02.2024,2,Liguria,Store,82,3.6,0.036,3.47,284.54
600240,11.02.2024,6,Liguria,Restaurant,86,3.1,0.023,3.03,260.58
600241,11.02.2024,3,Lombardia,Store,172,3.9,0.04,3.74,643.28
600242,11.02.2024,1,Aosta,Store,76,3.2,0.02,3.14,238.64
600243,12.02.2024,5,Emilia-Romagna,Restaurant,366,2.8,0.062,2.63,962.58
600244,12.02.2024,6,Toscana,Restaurant,269,3.1,0.06,2.91,782.79
600245,12.02.2024,1,Liguria,Restaurant,210,3.2,0.064,3,630
600246,12.02.2024,6,Lombardia,Private,278,3.1,0.044,2.96,822.88
600247,12.02.2024,1,Liguria,Store,75,3.2,0.034,3.09,231.75
600248,12.02.2024,4,Emilia-Romagna,Store,87,3.3,0,3.3,287.1
600249,12.02.2024,4,Emilia-Romagna,Restaurant,173,3.3,0.043,3.16,546.68
600250,12.02.2024,6,Liguria,Restaurant,71,3.1,0.056,2.93,208.03
600251,12.02.2024,3,Lombardia,Store,95,3.9,0,3.9,370.5
600252,13.02.2024,2,Liguria,Store,403,3.6,0.06,3.38,1362.14
600253,13.02.2024,3,Emilia-Romagna,Store,207,3.9,0.031,3.78,782.46
600254,13.02.2024,7,Lombardia,Store,353,4.5,0.005,4.48,1581.44
600255,13.02.2024,1,Lombardia,Store,131,3.2,0.081,2.94,385.14
600256,13.02.2024,3,Emilia-Romagna,Store,55,3.9,0.017,3.83,210.65
600257,13.02.2024,4,Lombardia,Store,462,3.3,0.009,3.27,1510.74
600258,13.02.2024,4,Lombardia,Store,13,3.3,0,3.3,42.9
600259,14.02.2024,6,Liguria,Store,405,3.1,0.034,2.99,1210.95
600260,14.02.2024,4,Liguria,Store,43,3.3,0.019,3.24,139.32
600261,14.02.2024,1,Lombardia,Store,515,3.2,0.029,3.11,1601.65
600262,14.02.2024,2,Liguria,Restaurant,435,3.6,0.029,3.5,1522.5
600263,14.02.2024,2,Emilia-Romagna,Store,226,3.6,0.015,3.55,802.3
600264,15.02.2024,6,Aosta,Store,370,3.1,0.07,2.88,1065.6
600265,15.02.2024,2,Lombardia,Restaurant,299,3.6,0.044,3.44,1028.56
600266,15.02.2024,3,Emilia-Romagna,Store,272,3.9,0.033,3.77,1025.44
600267,15.02.2024,7,Liguria,Store,178,4.5,0.037,4.33,770.74
600268,15.02.2024,1,Lombardia,Store,372,3.2,0.043,3.06,1138.32
600269,15.02.2024,3,Lombardia,Store,133,3.9,0.049,3.71,493.43
600270,16.02.2024,4,Liguria,Store,379,3.3,0.026,3.21,1216.59
600271,16.02.2024,1,Lombardia,Store,203,3.2,0.019,3.14,637.42
600272,16.02.2024,5,Piemonte,Store,333,2.8,0.025,2.73,909.09
600273,16.02.2024,7,Toscana,Store,223,4.5,0.032,4.36,972.28
600274,16.02.2024,1,Liguria,Store,407,3.2,0.047,3.05,1241.35
600275,16.02.2024,2,Emilia-Romagna,Store,79,3.6,0.028,3.5,276.5
600276,17.02.2024,3,Emilia-Romagna,Store,730,3.9,0.008,3.87,2825.1
600277,17.02.2024,5,Liguria,Restaurant,25,2.8,0.05,2.66,66.5
600278,17.02.2024,2,Emilia-Romagna,Store,569,3.6,0.072,3.34,1900.46
600279,17.02.2024,6,Emilia-Romagna,Store,174,3.1,0.015,3.05,530.7
600280,17.02.2024,6,Toscana,Store,126,3.1,0,3.1,390.6
600281,18.02.2024,2,Liguria,Restaurant,469,3.6,0.022,3.52,1650.88
600282,18.02.2024,6,Liguria,Store,307,3.1,0.03,3.01,924.07
600283,18.02.2024,2,Lombardia,Store,377,3.6,0.03,3.49,1315.73
600284,18.02.2024,4,Lombardia,Store,63,3.3,0.021,3.23,203.49
600285,18.02.2024,4,Liguria,Store,408,3.3,0.031,3.2,1305.6
600286,19.02.2024,7,Lombardia,Store,497,4.5,0.03,4.37,2171.89
600287,19.02.2024,2,Emilia-Romagna,Store,228,3.6,0.044,3.44,784.32
600288,19.02.2024,1,Lombardia,Store,647,3.2,0.023,3.13,2025.11
600289,19.02.2024,6,Lombardia,Store,102,3.1,0.009,3.07,313.14
600290,19.02.2024,2,Lombardia,Store,150,3.6,0.015,3.55,532.5
600291,20.02.2024,3,Liguria,Store,572,3.9,0.028,3.79,2167.88
600292,20.02.2024,2,Emilia-Romagna,Restaurant,203,3.6,0.049,3.42,694.26
600293,20.02.2024,7,Lombardia,,78,4.5,,4.37,340.86
600294,20.02.2024,3,Lombardia,Store,771,3.9,0,3.9,3006.9
600295,21.02.2024,4,Lombardia,Store,253,3.3,0.043,3.16,799.48
600296,21.02.2024,1,Liguria,Store,56,3.2,0.034,3.09,173.04
600297,21.02.2024,2,Lombardia,Restaurant,188,3.6,0.038,3.46,650.48
600298,21.02.2024,2,Liguria,Store,537,3.6,0.046,3.43,1841.91
600299,21.02.2024,6,Emilia-Romagna,Private,375,3.1,0.038,2.98,1117.5
600300,21.02.2024,7,Piemonte,Store,170,4.5,0.04,4.32,734.4
600301,21.02.2024,7,Emilia-Romagna,Store,45,4.5,0.024,4.39,197.55
600302,22.02.2024,1,Aosta,Store,229,3.2,0.027,3.11,712.19
600303,22.02.2024,1,Emilia-Romagna,Store,550,3.2,0.02,3.14,1727
600304,22.02.2024,6,Aosta,Restaurant,11,3.1,0.048,2.95,32.45
600305,22.02.2024,2,Lombardia,Restaurant,387,3.6,0.03,3.49,1350.63
600306,22.02.2024,4,Lombardia,Store,447,3.3,0.025,3.22,1439.34
600307,23.02.2024,4,Lombardia,Store,40,3.3,0.038,3.17,126.8
600308,23.02.2024,6,Liguria,Store,193,3.1,0.044,2.96,571.28
600309,23.02.2024,7,Emilia-Romagna,Store,1391,4.5,0.026,4.38,6092.58
600310,24.02.2024,1,Emilia-Romagna,Store,115,3.2,0.017,3.15,362.25
600311,24.02.2024,2,Aosta,Store,178,3.6,0.014,3.55,631.9
600312,24.02.2024,3,Piemonte,Restaurant,381,3.9,0.035,3.76,1432.56
600313,24.02.2024,6,Liguria,Store,251,3.1,0.011,3.07,770.57
600314,24.02.2024,4,Emilia-Romagna,Restaurant,18,3.3,0.021,3.23,58.14
600315,24.02.2024,2,Lombardia,Store,27,3.6,0.053,3.41,92.07
600316,24.02.2024,6,Toscana,Store,12,3.1,0.037,2.99,35.88
600317,24.02.2024,3,Liguria,Store,285,3.9,0.033,3.77,1074.45
600318,24.02.2024,6,Toscana,Restaurant,357,3.1,0.046,2.96,1056.72
600319,25.02.2024,6,Toscana,Store,51,3.1,0.039,2.98,151.98
600320,25.02.2024,3,Toscana,Store,313,3.9,0.027,3.79,1186.27
600321,25.02.2024,2,Lombardia,Store,51,3.6,0.016,3.54,180.54
600322,25.02.2024,7,Lombardia,Store,280,4.5,0.048,4.28,1198.4
600323,25.02.2024,5,Toscana,Store,189,2.8,0.002,2.79,527.31
600324,25.02.2024,4,Lombardia,Store,383,3.3,0.035,3.18,1217.94
600325,25.02.2024,2,Liguria,Store,177,3.6,0.048,3.43,607.11
600326,25.02.2024,3,Liguria,Store,180,3.9,0.006,3.88,698.4
600327,26.02.2024,4,Piemonte,Restaurant,397,3.3,0.043,3.16,1254.52
600328,26.02.2024,1,Aosta,Store,140,3.2,0.026,3.12,436.8
600329,26.02.2024,3,Piemonte,Store,368,3.9,0,3.9,1435.2
600330,26.02.2024,5,Liguria,Store,154,2.8,0.037,2.7,415.8
600331,26.02.2024,1,Liguria,Store,259,3.2,0.026,3.12,808.08
600332,26.02.2024,4,Liguria,Store,306,3.3,0.021,3.23,988.38
600333,27.02.2024,1,Emilia-Romagna,Store,180,3.2,0.05,3.04,547.2
600334,27.02.2024,7,Toscana,Store,114,4.5,0.079,4.14,471.96
600335,27.02.2024,7,Piemonte,Restaurant,29,4.5,0.016,4.43,128.47
600336,27.02.2024,4,Toscana,Store,165,3.3,0.043,3.16,521.4
600337,27.02.2024,4,Liguria,Restaurant,263,3.3,0.022,3.23,849.49
600338,27.02.2024,1,Piemonte,Restaurant,237,3.2,0.053,3.03,718.11
600339,27.02.2024,3,Liguria,Store,148,3.9,0.009,3.86,571.28
600340,27.02.2024,7,Lombardia,Store,80,4.5,0.024,4.39,351.2
600341,27.02.2024,2,Aosta,Store,273,3.6,0.053,3.41,930.93
600342,27.02.2024,5,Lombardia,Restaurant,135,2.8,0.025,2.73,368.55
600343,28.02.2024,2,Lombardia,Store,1,3.6,0.058,3.39,3.39
600344,28.02.2024,6,Lombardia,Store,344,3.1,0.043,2.97,1021.68
600345,28.02.2024,3,Lombardia,Store,182,3.9,0.063,3.65,664.3
600346,28.02.2024,6,Aosta,Store,97,3.1,0,3.1,300.7
